instance_id,theorem_name,source_file,declaration_line,category,reason,detail
erdosproblems-340-greedysidon-three,Erdos340.greedySidon_three,FormalConjectures/ErdosProblems/340.lean,80,test,out_of_scope_category,
erdosproblems-340-greedysidon-four,Erdos340.greedySidon_four,FormalConjectures/ErdosProblems/340.lean,83,test,out_of_scope_category,
erdosproblems-340-greedysidon-five,Erdos340.greedySidon_five,FormalConjectures/ErdosProblems/340.lean,87,test,out_of_scope_category,
erdosproblems-340-greedysidon-ten,Erdos340.greedySidon_ten,FormalConjectures/ErdosProblems/340.lean,91,test,out_of_scope_category,
erdosproblems-340-istheta,Erdos340.erdos_340.variants.isTheta,FormalConjectures/ErdosProblems/340.lean,115,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-340-third,Erdos340.erdos_340.variants.third,FormalConjectures/ErdosProblems/340.lean,124,textbook,out_of_scope_category,
erdosproblems-342-a0,Erdos342.erdos_342.test.a0,FormalConjectures/ErdosProblems/342.lean,51,test,out_of_scope_category,
erdosproblems-342-a1,Erdos342.erdos_342.test.a1,FormalConjectures/ErdosProblems/342.lean,56,test,out_of_scope_category,
erdosproblems-342-a2,Erdos342.erdos_342.test.a2,FormalConjectures/ErdosProblems/342.lean,61,test,out_of_scope_category,
erdosproblems-342-a3,Erdos342.erdos_342.test.a3,FormalConjectures/ErdosProblems/342.lean,70,test,out_of_scope_category,
erdosproblems-346-f-islacunary,Erdos346.erdos_346.variants.f_isLacunary,FormalConjectures/ErdosProblems/346.lean,47,test,out_of_scope_category,
erdosproblems-348-erdos-348,Erdos348.erdos_348,FormalConjectures/ErdosProblems/348.lean,36,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-349-erdos-349,Erdos349.erdos_349,FormalConjectures/ErdosProblems/349.lean,41,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-350-decidabledistinctsubsetsums-1-2,Erdos350.decidableDistinctSubsetSums_1_2,FormalConjectures/ErdosProblems/350.lean,41,test,out_of_scope_category,
erdosproblems-350-distinctsubsetsums-1-2,Erdos350.distinctSubsetSums_1_2,FormalConjectures/ErdosProblems/350.lean,45,test,out_of_scope_category,
erdosproblems-350-distinctsubsetsums-iff-decidabledistinctsubsetsums,Erdos350.DistinctSubsetSums_iff_DecidableDistinctSubsetSums,FormalConjectures/ErdosProblems/350.lean,54,API,out_of_scope_category,
erdosproblems-357-bigo-version,Erdos357.erdos_357.parts.ii.bigO_version,FormalConjectures/ErdosProblems/357.lean,58,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-357-bigo-version-symm,Erdos357.erdos_357.parts.ii.bigO_version_symm,FormalConjectures/ErdosProblems/357.lean,66,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-357-bigtheta-version,Erdos357.erdos_357.parts.ii.bigTheta_version,FormalConjectures/ErdosProblems/357.lean,74,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-357-littleo-version,Erdos357.erdos_357.parts.ii.littleO_version,FormalConjectures/ErdosProblems/357.lean,82,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-357-littleo-version-symm,Erdos357.erdos_357.parts.ii.littleO_version_symm,FormalConjectures/ErdosProblems/357.lean,90,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-357-bigo-version-2,Erdos357.erdos_357.variants.monotone.parts.ii.bigO_version,FormalConjectures/ErdosProblems/357.lean,161,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-357-bigo-version-symm-2,Erdos357.erdos_357.variants.monotone.parts.ii.bigO_version_symm,FormalConjectures/ErdosProblems/357.lean,169,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-357-bigtheta-version-2,Erdos357.erdos_357.variants.monotone.parts.ii.bigTheta_version,FormalConjectures/ErdosProblems/357.lean,177,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-357-littleo-version-2,Erdos357.erdos_357.variants.monotone.parts.ii.littleO_version,FormalConjectures/ErdosProblems/357.lean,185,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-357-littleo-version-symm-2,Erdos357.erdos_357.variants.monotone.parts.ii.littleO_version_symm,FormalConjectures/ErdosProblems/357.lean,193,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-358-f-id,Erdos358.f_id,FormalConjectures/ErdosProblems/358.lean,63,textbook,out_of_scope_category,
erdosproblems-359-isgoodfor-1-low-values,Erdos359.erdos_359.variants.isGoodFor_1_low_values,FormalConjectures/ErdosProblems/359.lean,55,test,out_of_scope_category,
erdosproblems-36-m-one,Erdos36.M_one,FormalConjectures/ErdosProblems/36.lean,63,test,out_of_scope_category,
erdosproblems-36-m-two,Erdos36.M_two,FormalConjectures/ErdosProblems/36.lean,67,test,out_of_scope_category,
erdosproblems-36-m-three,Erdos36.M_three,FormalConjectures/ErdosProblems/36.lean,71,test,out_of_scope_category,
erdosproblems-36-m-four,Erdos36.M_four,FormalConjectures/ErdosProblems/36.lean,75,test,out_of_scope_category,
erdosproblems-36-m-five,Erdos36.M_five,FormalConjectures/ErdosProblems/36.lean,79,test,out_of_scope_category,
erdosproblems-36-erdos-1955,Erdos36.minimum_overlap.variants.lower.erdos_1955,FormalConjectures/ErdosProblems/36.lean,95,textbook,out_of_scope_category,
erdosproblems-36-lower,Erdos36.erdos_36.variants.lower,FormalConjectures/ErdosProblems/36.lean,185,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-36-upper,Erdos36.erdos_36.variants.upper,FormalConjectures/ErdosProblems/36.lean,193,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-36-erdos-36,Erdos36.erdos_36,FormalConjectures/ErdosProblems/36.lean,209,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-361-bigo,Erdos361.erdos_361.bigO,FormalConjectures/ErdosProblems/361.lean,35,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-361-bigtheta,Erdos361.erdos_361.bigTheta,FormalConjectures/ErdosProblems/361.lean,49,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-361-smallo,Erdos361.erdos_361.smallO,FormalConjectures/ErdosProblems/361.lean,63,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-364-weak,Erdos364.erdos_364.variants.weak,FormalConjectures/ErdosProblems/364.lean,52,textbook,out_of_scope_category,
erdosproblems-366-exists-three-full-then-two-full,Erdos366.exists_three_full_then_two_full,FormalConjectures/ErdosProblems/366.lean,38,test,out_of_scope_category,
erdosproblems-385-trivial-ub,Erdos385.trivial_ub,FormalConjectures/ErdosProblems/385.lean,35,test,out_of_scope_category,
erdosproblems-389-mehta-four,Erdos389.erdos_389.variants.mehta_four,FormalConjectures/ErdosProblems/389.lean,43,textbook,out_of_scope_category,
erdosproblems-40-erdos-40,Erdos40.erdos_40,FormalConjectures/ErdosProblems/40.lean,55,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-40-implies-erdos-28,Erdos40.erdos_40.variants.implies_erdos_28,FormalConjectures/ErdosProblems/40.lean,65,textbook,out_of_scope_category,
erdosproblems-400-g-pos,Erdos400.erdos_400.variants.g_pos,FormalConjectures/ErdosProblems/400.lean,73,test,out_of_scope_category,
erdosproblems-409-i,Erdos409.erdos_409.parts.i,FormalConjectures/ErdosProblems/409.lean,37,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-409-termination,Erdos409.erdos_409.variants.termination,FormalConjectures/ErdosProblems/409.lean,44,test,out_of_scope_category,
erdosproblems-409-istheta,Erdos409.erdos_409.parts.i.isTheta,FormalConjectures/ErdosProblems/409.lean,59,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-409-isbigo,Erdos409.erdos_409.parts.i.isBigO,FormalConjectures/ErdosProblems/409.lean,69,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-409-islittleo,Erdos409.erdos_409.parts.i.isLittleO,FormalConjectures/ErdosProblems/409.lean,79,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-409-iii,Erdos409.erdos_409.parts.iii,FormalConjectures/ErdosProblems/409.lean,96,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-409-sigma,Erdos409.erdos_409.variants.sigma,FormalConjectures/ErdosProblems/409.lean,107,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-409-sigma-istheta,Erdos409.erdos_409.variants.sigma_isTheta,FormalConjectures/ErdosProblems/409.lean,126,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-409-sigma-isbigo,Erdos409.erdos_409.variants.sigma_isBigO,FormalConjectures/ErdosProblems/409.lean,136,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-409-sigma-islittleo,Erdos409.erdos_409.variants.sigma_isLittleO,FormalConjectures/ErdosProblems/409.lean,146,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-416-ii,Erdos416.erdos_416.parts.ii,FormalConjectures/ErdosProblems/416.lean,47,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-416-maier-pomerance,Erdos416.erdos_416.variants.Maier_Pomerance,FormalConjectures/ErdosProblems/416.lean,77,research solved,answer_sorry,non_boolean_or_non_open
erdosproblems-416-ford,Erdos416.erdos_416.variants.Ford,FormalConjectures/ErdosProblems/416.lean,89,research solved,answer_sorry,non_boolean_or_non_open
erdosproblems-42-example-maximal-sidon,Erdos42.example_maximal_sidon,FormalConjectures/ErdosProblems/42.lean,67,textbook,out_of_scope_category,
erdosproblems-42-example-difference-set,Erdos42.example_difference_set,FormalConjectures/ErdosProblems/42.lean,92,textbook,out_of_scope_category,
erdosproblems-42-maximal-sidon-contains-zero,Erdos42.maximal_sidon_contains_zero,FormalConjectures/ErdosProblems/42.lean,110,textbook,out_of_scope_category,
erdosproblems-422-growth-rate,Erdos422.erdos_422.variants.growth_rate,FormalConjectures/ErdosProblems/422.lean,61,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-434-i,Erdos434.erdos_434.parts.i,FormalConjectures/ErdosProblems/434.lean,51,research solved,answer_sorry,non_boolean_or_non_open
erdosproblems-44-maxsidonsubsetcard-icc-bound,Erdos44.maxSidonSubsetCard_icc_bound,FormalConjectures/ErdosProblems/44.lean,32,textbook,out_of_scope_category,
erdosproblems-44-example-sidon-set,Erdos44.example_sidon_set,FormalConjectures/ErdosProblems/44.lean,64,textbook,out_of_scope_category,
erdosproblems-44-sidon-set-lower-bound,Erdos44.sidon_set_lower_bound,FormalConjectures/ErdosProblems/44.lean,77,textbook,out_of_scope_category,
erdosproblems-44-greedy-sidon-construction,Erdos44.greedy_sidon_construction,FormalConjectures/ErdosProblems/44.lean,85,textbook,out_of_scope_category,
erdosproblems-445-small-example,Erdos445.erdos_445.test.small_example,FormalConjectures/ErdosProblems/445.lean,76,test,out_of_scope_category,
erdosproblems-469-erdos-469,Erdos469.erdos_469,FormalConjectures/ErdosProblems/469.lean,42,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-470-smallest-weird-eq-70,Erdos470.erdos_470.variants.smallest_weird_eq_70,FormalConjectures/ErdosProblems/470.lean,63,textbook,out_of_scope_category,
erdosproblems-503-erdos-503,Erdos503.erdos_503,FormalConjectures/ErdosProblems/503.lean,35,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-507-equivalent,Erdos507.erdos_507.equivalent,FormalConjectures/ErdosProblems/507.lean,68,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-507-lower,Erdos507.erdos_507.lower,FormalConjectures/ErdosProblems/507.lean,76,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-507-upper,Erdos507.erdos_507.upper,FormalConjectures/ErdosProblems/507.lean,85,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-508-hadwigernelsonproblem,Erdos508.HadwigerNelsonProblem,FormalConjectures/ErdosProblems/508.lean,53,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-508-hadwigernelsonatmostseven,Erdos508.HadwigerNelsonAtMostSeven,FormalConjectures/ErdosProblems/508.lean,89,textbook,out_of_scope_category,
erdosproblems-508-hadwigernelsonatleastthree,Erdos508.HadwigerNelsonAtLeastThree,FormalConjectures/ErdosProblems/508.lean,97,textbook,out_of_scope_category,
erdosproblems-509-bound-nonneg-of-nonempty,Erdos509.BoundedDiscCover.bound_nonneg_of_nonempty,FormalConjectures/ErdosProblems/509.lean,62,API,out_of_scope_category,
erdosproblems-513-erdos-513,Erdos513.erdos_513,FormalConjectures/ErdosProblems/513.lean,39,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-539-erdos-539,Erdos539.erdos_539,FormalConjectures/ErdosProblems/539.lean,60,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-539-limit,Erdos539.erdos_539.variants.limit,FormalConjectures/ErdosProblems/539.lean,112,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-56-weaklydivisible-empty,Erdos56.weaklyDivisible_empty,FormalConjectures/ErdosProblems/56.lean,37,API,out_of_scope_category,
erdosproblems-56-weaklydivisible-singleton,Erdos56.weaklyDivisible_singleton,FormalConjectures/ErdosProblems/56.lean,42,API,out_of_scope_category,
erdosproblems-56-not-weaklydivisible-zero,Erdos56.not_weaklyDivisible_zero,FormalConjectures/ErdosProblems/56.lean,47,API,out_of_scope_category,
erdosproblems-56-empty-iff-weaklydivisible-zero,Erdos56.empty_iff_weaklyDivisible_zero,FormalConjectures/ErdosProblems/56.lean,51,API,out_of_scope_category,
erdosproblems-56-maxweaklydivisible-zero,Erdos56.maxWeaklyDivisible_zero,FormalConjectures/ErdosProblems/56.lean,62,test,out_of_scope_category,
erdosproblems-56-maxweaklydivisible-one,Erdos56.maxWeaklyDivisible_one,FormalConjectures/ErdosProblems/56.lean,67,test,out_of_scope_category,
erdosproblems-56-maxweaklydivisible-zero-k,Erdos56.maxWeaklyDivisible_zero_k,FormalConjectures/ErdosProblems/56.lean,76,test,out_of_scope_category,
erdosproblems-56-firstprimesmultiples-one-card-zero,Erdos56.firstPrimesMultiples_one_card_zero,FormalConjectures/ErdosProblems/56.lean,87,test,out_of_scope_category,
erdosproblems-56-firstprimesmultiples-zero-k-card-zero,Erdos56.firstPrimesMultiples_zero_k_card_zero,FormalConjectures/ErdosProblems/56.lean,97,test,out_of_scope_category,
erdosproblems-56-weaklydivisible-firstprimesmultiples,Erdos56.weaklyDivisible_firstPrimesMultiples,FormalConjectures/ErdosProblems/56.lean,105,API,out_of_scope_category,
erdosproblems-592-erdos-592,Erdos592.erdos_592,FormalConjectures/ErdosProblems/592.lean,36,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-602-single-set,Erdos602.erdos_602.variants.single_set,FormalConjectures/ErdosProblems/602.lean,169,textbook,out_of_scope_category,
erdosproblems-602-empty-index,Erdos602.erdos_602.variants.empty_index,FormalConjectures/ErdosProblems/602.lean,202,textbook,out_of_scope_category,
erdosproblems-602-unique-index,Erdos602.erdos_602.variants.unique_index,FormalConjectures/ErdosProblems/602.lean,216,textbook,out_of_scope_category,
erdosproblems-602-evens-infinite,Erdos602.evens_infinite,FormalConjectures/ErdosProblems/602.lean,329,test,out_of_scope_category,
erdosproblems-602-odds-infinite,Erdos602.odds_infinite,FormalConjectures/ErdosProblems/602.lean,335,test,out_of_scope_category,
erdosproblems-602-evens-inter-odds-empty,Erdos602.evens_inter_odds_empty,FormalConjectures/ErdosProblems/602.lean,341,test,out_of_scope_category,
erdosproblems-633-ne-zero,Erdos633.IsCuttable.ne_zero,FormalConjectures/ErdosProblems/633.lean,43,API,out_of_scope_category,
erdosproblems-633-sq,Erdos633.IsCuttable.sq,FormalConjectures/ErdosProblems/633.lean,50,API,out_of_scope_category,
erdosproblems-633-of-issquare,Erdos633.IsCuttable.of_isSquare,FormalConjectures/ErdosProblems/633.lean,54,API,out_of_scope_category,
erdosproblems-633-erdos-633,Erdos633.erdos_633,FormalConjectures/ErdosProblems/633.lean,74,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-633-ne-zero-2,Erdos633.IsSimiliCuttable.ne_zero,FormalConjectures/ErdosProblems/633.lean,87,API,out_of_scope_category,
erdosproblems-677-lcminterval-eq-example1,Erdos677.lcmInterval_eq_example1,FormalConjectures/ErdosProblems/677.lean,33,test,out_of_scope_category,
erdosproblems-678-lcminterval-lt-example1,Erdos678.lcmInterval_lt_example1,FormalConjectures/ErdosProblems/678.lean,40,test,out_of_scope_category,
erdosproblems-678-lcminterval-lt-example2,Erdos678.lcmInterval_lt_example2,FormalConjectures/ErdosProblems/678.lean,48,test,out_of_scope_category,
erdosproblems-678-lcminterval-lt-example3,Erdos678.lcmInterval_lt_example3,FormalConjectures/ErdosProblems/678.lean,55,test,out_of_scope_category,
erdosproblems-678-lcminterval-lt-example4,Erdos678.lcmInterval_lt_example4,FormalConjectures/ErdosProblems/678.lean,62,test,out_of_scope_category,
erdosproblems-68-sum-factorial-inv-eq-geometric,Erdos68.sum_factorial_inv_eq_geometric,FormalConjectures/ErdosProblems/68.lean,41,textbook,out_of_scope_category,
erdosproblems-69-erdos-69,Erdos69.erdos_69,FormalConjectures/ErdosProblems/69.lean,37,textbook,out_of_scope_category,
erdosproblems-694-erdos-694,Erdos694.erdos_694,FormalConjectures/ErdosProblems/694.lean,36,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-707-perfect-difference-set-size-bound,Erdos707.erdos_707.variants.perfect_difference_set_size_bound,FormalConjectures/ErdosProblems/707.lean,125,textbook,out_of_scope_category,
erdosproblems-707-singer-construction,Erdos707.erdos_707.variants.singer_construction,FormalConjectures/ErdosProblems/707.lean,158,textbook,out_of_scope_category,
erdosproblems-707-example-sidon-set,Erdos707.erdos_707.variants.example_sidon_set,FormalConjectures/ErdosProblems/707.lean,168,textbook,out_of_scope_category,
erdosproblems-707-example-embedding,Erdos707.erdos_707.variants.example_embedding,FormalConjectures/ErdosProblems/707.lean,181,textbook,out_of_scope_category,
erdosproblems-707-small-sidon-sets,Erdos707.erdos_707.variants.small_sidon_sets,FormalConjectures/ErdosProblems/707.lean,215,textbook,out_of_scope_category,
erdosproblems-727-k-2,Erdos727.erdos_727.variants.k_2,FormalConjectures/ErdosProblems/727.lean,42,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-730-explicit-pairs,Erdos730.erdos_730.variants.explicit_pairs,FormalConjectures/ErdosProblems/730.lean,44,textbook,out_of_scope_category,
erdosproblems-74-edgedistancestobipartite-nonempty,Erdos74.SimpleGraph.edgeDistancesToBipartite_nonempty,FormalConjectures/ErdosProblems/74.lean,48,test,out_of_scope_category,
erdosproblems-74-subgraphedgediststobipartite-bddabove,Erdos74.SimpleGraph.subgraphEdgeDistsToBipartite_bddAbove,FormalConjectures/ErdosProblems/74.lean,75,test,out_of_scope_category,
erdosproblems-757-erdos-757,Erdos757.erdos_757,FormalConjectures/ErdosProblems/757.lean,40,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-770-h-eq-add-one,Erdos770.Nat.Prime.h_eq_add_one,FormalConjectures/ErdosProblems/770.lean,42,textbook,out_of_scope_category,
erdosproblems-770-odd-h-unbounded,Erdos770.erdos_770.variants.odd_h_unbounded,FormalConjectures/ErdosProblems/770.lean,48,textbook,out_of_scope_category,
erdosproblems-786-example,Erdos786.erdos_786.parts.i.example,FormalConjectures/ErdosProblems/786.lean,70,textbook,out_of_scope_category,
erdosproblems-786-nth-zero,Erdos786.nth_zero,FormalConjectures/ErdosProblems/786.lean,81,API,out_of_scope_category,
erdosproblems-786-consecutiveprimesfrom-zero,Erdos786.consecutivePrimesFrom_zero,FormalConjectures/ErdosProblems/786.lean,87,test,out_of_scope_category,
erdosproblems-786-consecutiveprimesfrom-two-one,Erdos786.consecutivePrimesFrom_two_one,FormalConjectures/ErdosProblems/786.lean,91,test,out_of_scope_category,
erdosproblems-789-erdos-789,Erdos789.erdos_789,FormalConjectures/ErdosProblems/789.lean,65,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-835-property-iff-chromaticnumber,Erdos835.property_iff_chromaticNumber,FormalConjectures/ErdosProblems/835.lean,53,test,out_of_scope_category,
erdosproblems-835-johnsongraph-chromaticnumber-odd-of-johnson-chromaticnumber-composite,Erdos835.johnsonGraph_chromaticNumber_odd_of_johnson_chromaticNumber_composite,FormalConjectures/ErdosProblems/835.lean,148,test,out_of_scope_category,
erdosproblems-859-trivial-case,Erdos859.erdos_859.variants.trivial_case,FormalConjectures/ErdosProblems/859.lean,62,textbook,out_of_scope_category,
erdosproblems-859-positive-density,Erdos859.erdos_859.variants.positive_density,FormalConjectures/ErdosProblems/859.lean,71,textbook,out_of_scope_category,
erdosproblems-887-i,Erdos887.erdos_887.parts.i,FormalConjectures/ErdosProblems/887.lean,36,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-888-erdos-888,Erdos888.erdos_888,FormalConjectures/ErdosProblems/888.lean,44,research open,answer_sorry,non_boolean_or_non_open
erdosproblems-89-implies-n-dvd-log-n,Erdos89.erdos_89.variants.implies_n_dvd_log_n,FormalConjectures/ErdosProblems/89.lean,55,test,out_of_scope_category,
erdosproblems-9-erdos9a-contains-one,Erdos9.erdos9A_contains_one,FormalConjectures/ErdosProblems/9.lean,34,test,out_of_scope_category,
erdosproblems-9-erdos9a-contains-three,Erdos9.erdos9A_contains_three,FormalConjectures/ErdosProblems/9.lean,42,test,out_of_scope_category,
erdosproblems-9-erdos9a-not-contains-five,Erdos9.erdos9A_not_contains_five,FormalConjectures/ErdosProblems/9.lean,50,test,out_of_scope_category,
erdosproblems-90-unitdistancecounts-bddabove,Erdos90.unitDistanceCounts_BddAbove,FormalConjectures/ErdosProblems/90.lean,51,test,out_of_scope_category,
erdosproblems-91-equitriangle-optimal,Erdos91.erdos_91.test.equiTriangle_optimal,FormalConjectures/ErdosProblems/91.lean,67,test,out_of_scope_category,
erdosproblems-91-equitriangle-unique-optimal,Erdos91.erdos_91.test.equiTriangle_unique_optimal,FormalConjectures/ErdosProblems/91.lean,112,test,out_of_scope_category,
erdosproblems-91-unitsquare-optimal,Erdos91.erdos_91.test.unitSquare_optimal,FormalConjectures/ErdosProblems/91.lean,117,test,out_of_scope_category,
erdosproblems-91-circleseven-optimal,Erdos91.erdos_91.test.circleSeven_optimal,FormalConjectures/ErdosProblems/91.lean,121,test,out_of_scope_category,
erdosproblems-91-wheelseven-optimal,Erdos91.erdos_91.test.wheelSeven_optimal,FormalConjectures/ErdosProblems/91.lean,125,test,out_of_scope_category,
erdosproblems-91-dissimilar-circleseven-wheelseven,Erdos91.erdos_91.test.dissimilar_circleSeven_wheelSeven,FormalConjectures/ErdosProblems/91.lean,129,test,out_of_scope_category,
erdosproblems-918-i-3,Erdos918.erdos_918.variants.eq_aleph_0.parts.i,FormalConjectures/ErdosProblems/918.lean,86,textbook,out_of_scope_category,
erdosproblems-918-i-4,Erdos918.erdos_918.variants.eq_aleph_0_all_subgraphs.parts.i,FormalConjectures/ErdosProblems/918.lean,96,textbook,out_of_scope_category,
erdosproblems-918-ii-3,Erdos918.erdos_918.variants.eq_aleph_0.parts.ii,FormalConjectures/ErdosProblems/918.lean,106,textbook,out_of_scope_category,
erdosproblems-918-ii-4,Erdos918.erdos_918.variants.eq_aleph_0_all_subgraphs.parts.ii,FormalConjectures/ErdosProblems/918.lean,116,textbook,out_of_scope_category,
erdosproblems-92-possible-f-values-bddabove,Erdos92.possible_f_values_BddAbove,FormalConjectures/ErdosProblems/92.lean,60,test,out_of_scope_category,
erdosproblems-942-limsup,Erdos942.erdos_942.variants.limsup,FormalConjectures/ErdosProblems/942.lean,48,textbook,out_of_scope_category,
erdosproblems-942-density,Erdos942.erdos_942.variants.density,FormalConjectures/ErdosProblems/942.lean,57,textbook,out_of_scope_category,
erdosproblems-945-equivalence,Erdos945.erdos_945.variants.equivalence,FormalConjectures/ErdosProblems/945.lean,70,textbook,out_of_scope_category,
erdosproblems-951-isbeurlingprimes,Erdos951.erdos_951.variants.isBeurlingPrimes,FormalConjectures/ErdosProblems/951.lean,42,API,out_of_scope_category,
erdosproblems-961-sylvester-schur-1-1,Erdos961.erdos_961.variants.sylvester_schur_1_1,FormalConjectures/ErdosProblems/961.lean,43,test,out_of_scope_category,
erdosproblems-975-quadratic,Erdos975.erdos_975.variants.quadratic,FormalConjectures/ErdosProblems/975.lean,83,research solved,answer_sorry,non_boolean_or_non_open
greensopenproblems-14-green-14-lower-bound-green,Green14.green_14_lower_bound_green,FormalConjectures/GreensOpenProblems/14.lean,89,research solved,answer_sorry,boolean_answer_non_open
greensopenproblems-14-green-14-lower-bound-hunter,Green14.green_14_lower_bound_hunter,FormalConjectures/GreensOpenProblems/14.lean,96,research solved,answer_sorry,boolean_answer_non_open
greensopenproblems-14-green-14-lower-bound-brown-landman-robertson,Green14.green_14_lower_bound_brown_landman_robertson,FormalConjectures/GreensOpenProblems/14.lean,103,research solved,answer_sorry,boolean_answer_non_open
greensopenproblems-14-green-14-lower-bound-li-shu,Green14.green_14_lower_bound_li_shu,FormalConjectures/GreensOpenProblems/14.lean,110,research solved,answer_sorry,boolean_answer_non_open
greensopenproblems-14-green-14-upper-bound-schoen,Green14.green_14_upper_bound_schoen,FormalConjectures/GreensOpenProblems/14.lean,117,research solved,answer_sorry,boolean_answer_non_open
greensopenproblems-14-green-14-upper-bound-kelley-meka,Green14.green_14_upper_bound_kelley_meka,FormalConjectures/GreensOpenProblems/14.lean,124,research solved,answer_sorry,boolean_answer_non_open
greensopenproblems-14-green-14-variant-2r2,Green14.green_14_variant_2r2,FormalConjectures/GreensOpenProblems/14.lean,134,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-16-green-16,Green16.green_16,FormalConjectures/GreensOpenProblems/16.lean,45,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-24-green-24,Green24.green_24,FormalConjectures/GreensOpenProblems/24.lean,53,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-25-green-25,Green25.green_25,FormalConjectures/GreensOpenProblems/25.lean,55,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-25-upper,Green25.green_25.upper,FormalConjectures/GreensOpenProblems/25.lean,60,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-25-lower,Green25.green_25.lower,FormalConjectures/GreensOpenProblems/25.lean,69,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-27-equivalent,Green27.green_27.equivalent,FormalConjectures/GreensOpenProblems/27.lean,55,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-27-lower,Green27.green_27.lower,FormalConjectures/GreensOpenProblems/27.lean,61,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-27-upper,Green27.green_27.upper,FormalConjectures/GreensOpenProblems/27.lean,68,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-31-lower,Green31.green_31.lower,FormalConjectures/GreensOpenProblems/31.lean,54,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-31-lower-eventually,Green31.green_31.variants.lower_eventually,FormalConjectures/GreensOpenProblems/31.lean,62,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-31-upper,Green31.green_31.upper,FormalConjectures/GreensOpenProblems/31.lean,73,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-31-upper-eventually,Green31.green_31.variants.upper_eventually,FormalConjectures/GreensOpenProblems/31.lean,84,research open,answer_sorry,non_boolean_or_non_open
greensopenproblems-32-hasgap-zero,Green32.hasGap_zero,FormalConjectures/GreensOpenProblems/32.lean,42,test,out_of_scope_category,
greensopenproblems-32-hasgap-empty,Green32.hasGap_empty,FormalConjectures/GreensOpenProblems/32.lean,48,test,out_of_scope_category,
greensopenproblems-32-not-hasgap-univ,Green32.not_hasGap_univ,FormalConjectures/GreensOpenProblems/32.lean,54,test,out_of_scope_category,
greensopenproblems-32-hasgap-concrete,Green32.hasGap_concrete,FormalConjectures/GreensOpenProblems/32.lean,62,test,out_of_scope_category,
greensopenproblems-32-hascosethole-empty,Green32.hasCosetHole_empty,FormalConjectures/GreensOpenProblems/32.lean,144,test,out_of_scope_category,
